id,name,category,standard,coverage,scope,base_product,machining,n_tabs,tabs,current_tabs,n_live_links,vendors,text_only_sources,aliases,notes,qty:voron-2.4,qty:voron-trident,qty:voron-0.2,qty:voron-switchwire,qty:voron-cascade,qty:stealthburner,qty:optional-parts,qty:tools,qty:afterburner,qty:voron-m4,qty:mobius-3.1,qty:jetpack,qty:voron-0,qty:voron-0.1,qty:voron-1.8,qty:voron-1.6.2,qty:voron-2.2,link_1,link_2,link_3,link_4,link_5,link_6,link_7,link_8,link_9,link_10,link_11,link_1_url,link_2_url,link_3_url,link_4_url,link_5_url,link_6_url,link_7_url,link_8_url,link_9_url,link_10_url,link_11_url
extruder.complete-bmg-extruder-clone,Complete BMG Extruder Clone,Extruder,,partial,,,,10,voron-trident voron-0.2 stealthburner afterburner voron-m4 mobius-3.1 jetpack voron-0 voron-0.1 voron-1.8,voron-trident voron-0.2 stealthburner,11,Bondtech | Filastruder | AliExpress | Printed Solid,<< only the TL clones and genuine Bondtech are known to have good machining,BMG Extruder Insides | Bondtech Drive Gear Set | BMG Extruder Kit (used for gears) | BMG Extruder Insides 5mmID | Bondtech Drive Gear Kit 5mmID | Bondtech Drive Gear Kit,if you buy the entire extruder you will have to disassemble it for the parts as the housing is not needed,,1,1,,,1,,,1,1,1,1,1,1,1,,,Bondtech,Filastruder,Aliexpress (TL),TriangleLab,Aliexpress (TL),Aliexpress (TL),Aliexpress (TriangleLabs),TriangleLabs,TriangleLabs,Filastruder,Printed Solid,https://www.bondtech.se/en/product/drivegear-kits,https://www.filastruder.com/collections/bondtech/products/drivegear-kit,https://s.click.aliexpress.com/e/_dY14nbA,https://www.aliexpress.com/item/32907327548.html,https://s.click.aliexpress.com/e/_AU7ik2,https://www.aliexpress.com/item/4000021186440.html,https://www.aliexpress.com/item/2255799834871688.html,https://s.click.aliexpress.com/e/_dS7fWDW,https://www.aliexpress.com/item/32947193804.html,https://www.filastruder.com/products/bondtech-bmg-internals-set?_pos=1&_sid=8f05bd81a&_ss=r,https://www.printedsolid.com/products/bondtech-bmg-extruder
extruder.mr85-bearing,MR85 Bearing,Extruder,,all_live,,,,4,voron-0.2 afterburner voron-0 voron-0.1,voron-0.2,2,Bondtech | AliExpress,,MR85 Bearings,,,,2,,,,,,2,,,,2,2,,,,Bondtech,TriangleLabs,,,,,,,,,,https://www.bondtech.se/en/product/ballbearing-5x8x2-5,https://s.click.aliexpress.com/e/_dZPCzjq,,,,,,,,,
extruder.shaft-idler-assembly,Shaft/Idler Assembly,Extruder,,all_live,,,,4,voron-0.2 afterburner voron-0 voron-0.1,voron-0.2,4,Bondtech | Filastruder | AliExpress,,,,,,1,,,,,,1,,,,1,1,,,,Bondtech,Filastruder,TriangleLabs,TriangleLabs,,,,,,,,https://www.bondtech.se/en/product/shaft-assembly,https://www.filastruder.com/collections/bondtech/products/bondtech-shaft-gear-assembly,https://s.click.aliexpress.com/e/_dXUX0B6,https://www.aliexpress.com/item/32946823004.html,,,,,,,
fasteners.4-x-3-8-flat-head-self-tapping-screw,#4 x 3/8 Flat Head Self Tapping Screw,Fasteners,,all_live,,,,1,voron-2.2,,2,Bolt Depot | McMaster-Carr,,,M3 x 8mm OK Also,,,,,,,,,,,,,,,,,2,Bolt Depot,McMaster-Carr (100 pack),,,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=2423,https://www.mcmaster.com/90048A108/,,,,,,,,,
fasteners.10x16x0-2-shim-ring,10x16x0.2 Shim Ring,Fasteners,DIN 988,partial,,,,1,voron-2.2,,2,AliExpress | McMaster-Carr,,,,,,,,,,,,,,,,,,,,4,Aliexpress,McMaster-Carr (50 pack),,,,,,,,,,https://www.aliexpress.com/item/32918722399.html,https://www.mcmaster.com/98055A119/,,,,,,,,,
fasteners.5x10x0-5-shim-ring,5x10x0.5 Shim Ring,Fasteners,DIN 988,partial,,,,1,voron-2.2,,2,AliExpress | McMaster-Carr,,,,,,,,,,,,,,,,,,,,8,Aliexpress,McMaster-Carr (50 pack),,,,,,,,,,https://www.aliexpress.com/item/32917948919.html,https://www.mcmaster.com/98055A098/,,,,,,,,,
fasteners.5x10x1-shim-ring,5x10x1 Shim Ring,Fasteners,DIN 988,all_live,,,,3,voron-2.4 voron-switchwire voron-2.2,voron-2.4 voron-switchwire,3,AliExpress | McMaster-Carr,,,,42,,,19,,,,,,,,,,,,,26,Aliexpress,McMaster-Carr (50 pack),AliExpress,,,,,,,,,https://www.aliexpress.com/item/32917948919.html,https://www.mcmaster.com/98055A099/,https://s.click.aliexpress.com/e/41Vkdm7q,,,,,,,,
fasteners.6x6x3-spacer,6x6x3 Spacer,Fasteners,,all_live,,,,1,voron-switchwire,voron-switchwire,2,Bolt Depot | McMaster-Carr,X,,,,,,,,,,,,,,,,,,,,Bolt Depot (Imperial equivalent),McMaster-Carr (Imperial equivalent),,,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=25940,https://www.mcmaster.com/92320A322/,,,,,,,,,
fasteners.m2x10-self-tapping-screw-for-plastics,M2x10 Self Tapping Screw for Plastics,Fasteners,,partial,,,,7,voron-2.4 voron-trident voron-0.2 voron-switchwire stealthburner voron-0 voron-0.1,voron-2.4 voron-trident voron-0.2 voron-switchwire stealthburner,5,AliExpress | McMaster-Carr | Amazon,,M2x10 Self Tapping Screws for Plastic | M2x10 self tapping screw | M2x10 Self Tapping Screws for Plastic (Pan Head),,15,17,30,8,,2,,,,,,,11,15,,,,Aliexpress,McMaster-Carr (50 pack),Amazon - kit,Aliexpress,Amazon,,,,,,,https://www.aliexpress.com/item/33043885403.html,https://www.mcmaster.com/99397A267/,https://amzn.to/2JFQPSK,https://s.click.aliexpress.com/e/_d6tILYa,https://www.amazon.com/dp/B012THLK1E,,,,,,
fasteners.m2x12-self-tapping-screw-for-plastics,M2x12 Self Tapping Screw for Plastics,Fasteners,,partial,,,,3,mobius-3.1 voron-1.8 voron-2.2,,1,McMaster-Carr,,M2 x 12 or 13mm Plastite Self Tapping Screw,,,,,,,,,,,,2,,,,2,,6,McMaster-Carr (50 pack),,,,,,,,,,,https://www.mcmaster.com/99397A269/,,,,,,,,,,
fasteners.m2x8-self-tapping-screw-for-plastics,M2x8 Self Tapping Screw for Plastics,Fasteners,,partial,,,,1,voron-2.2,,1,McMaster-Carr,,,,,,,,,,,,,,,,,,,,18,McMaster-Carr (50 pack),,,,,,,,,,,https://www.mcmaster.com/99397A264/,,,,,,,,,,
fasteners.m3-hammer-head-t-nuts,M3 Hammer Head T-Nuts,Fasteners,,partial,,,,2,voron-2.4 voron-trident,voron-2.4 voron-trident,1,Amazon,,M3 Hammerhead T-Nut,,47,55,,,,,,,,,,,,,,,,Amazon,,,,,,,,,,,https://www.amazon.com/dp/B07SDFCTD4,,,,,,,,,,
fasteners.m3-heat-set-insert-m3x5x4,M3 Heat Set Insert (M3x5x4),Fasteners,,all_live,,,,10,voron-2.4 voron-trident voron-0.2 voron-switchwire stealthburner afterburner voron-m4 voron-0 voron-0.1 voron-1.8,voron-2.4 voron-trident voron-0.2 voron-switchwire stealthburner,7,AliExpress | Amazon | McMaster-Carr | cnckitchenus.store,Aliexpress - M3x5x5 | Aliexpress - M3x5x6 | Aliexpress - M3x5x7,M3 Heat Set Inserts (M3x5x4) | M3 Threaded Insert | M3 Threaded Insert (M3x5mmx4mm) | M3 Brass heatstake inserts - short M3x5x4 | M3 Brass Heat Set Inserts - Short | M3 Threaded Inserts - short | M3 Brass Heatstake Inserts | M3 Brass Heatstake Inserts - Short (M3x5x4) | M3 Brass Heatset Inserts - Short M3x5x4,McMaster-Carr (50 pack),90,109,50,54,,19; 2,,,15,5,,,20,50,40,,,Aliexpress - M3x5x4,Aliexpress,Amazon,Aliexpress - M3x5x4,McMaster-Carr,AliExpress,CNC Kitchen,,,,,https://www.aliexpress.com/item/4000232858343.html,https://s.click.aliexpress.com/e/_ANjqIj,https://www.amazon.com/dp/B077CJV3Z9,https://s.click.aliexpress.com/e/_dWMOd8C,https://www.mcmaster.com/94180A331/,https://s.click.aliexpress.com/e/_dW3Uprs,https://cnckitchenus.store/products/made-for-voron-gewindeeinsatz-threaded-insert-m3x5x4-100-stk-pcs,,,,
fasteners.m3-locknut,M3 Locknut,Fasteners,DIN 985,all_live,,,,5,voron-trident mobius-3.1 jetpack voron-0.1 voron-2.2,voron-trident,6,Bolt Depot | McMaster-Carr | AliExpress | Amazon,,M3 Lock Nut | M3 Hex Locknut,Bolt depot and Mcmaster only carry these in stainless. Try another source if you want black.,,6,,,,,,,,,1,1,,5,,,4,Bolt Depot,Bolt Depot,McMaster-Carr (100 pack),Aliexpress,Amazon,McMaster-Carr (100 pack),,,,,,https://www.boltdepot.com/Product-Details.aspx?product=4370,https://www.boltdepot.com/Product-Details.aspx?product=4792,https://www.mcmaster.com/90576A102/,https://www.aliexpress.com/item/32988995881.html,https://www.amazon.com/dp/B07BD24MXV,https://www.mcmaster.com/93625A100/,,,,,
fasteners.m3-roll-in-t-nut,M3 Roll-in T-Nut,Fasteners,,all_live,,,,2,voron-trident voron-1.8,voron-trident,3,AliExpress | Misumi,,,M3 Misumi nuts are not required for any specific locations like the M5 nuts. You can source cheaper if you would like to save a little money,,86,,,,,,,,,,,,,41,,,ZFhong,Misumi,Link CNC,,,,,,,,,https://www.aliexpress.com/item/32805163712.html,https://us.misumi-ec.com/vona2/detail/110302247910,https://www.aliexpress.com/item/32706208829.html,,,,,,,,
fasteners.m3-t-nut-for-2020-extrusions,M3 T-nut (For 2020 extrusions),Fasteners,,all_live,,,,1,voron-switchwire,voron-switchwire,2,AliExpress,,,,,,,13,,,,,,,,,,,,,,ZFhong,Link CNC,,,,,,,,,,https://www.aliexpress.com/item/32805163712.html,https://www.aliexpress.com/item/32706208829.html,,,,,,,,,
fasteners.m3-t-nut-for-3030-extrusions,M3 T-nut (For 3030 extrusions),Fasteners,,no_links,,,,1,voron-switchwire,voron-switchwire,0,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasteners.m3-t-nut-hntaj5-3,M3 T-nut HNTAJ5-3,Fasteners,,all_live,,,,2,voron-2.4 voron-2.2,voron-2.4,3,Misumi | AliExpress,,,Misumi short t-nuts are not required anywhere in the V2.4 build. You can source the cheaper ball spring options if you choose. / M3 Misumi nuts are not required for any specific locations like the M5 nuts. You can source cheaper if you would like to save a little money,104-120,,,,,,,,,,,,,,,,120,Misumi,ZFhong,Link CNC,,,,,,,,,https://us.misumi-ec.com/vona2/detail/110302247910,https://www.aliexpress.com/item/32805163712.html,https://www.aliexpress.com/item/32706208829.html,,,,,,,,
fasteners.m3-thumb-screws,M3 Thumb Screws,Fasteners,DIN466-B,all_live,,,,1,voron-1.8,,1,AliExpress,,,,,,,,,,,,,,,,,,3,,,Aliexpress,,,,,,,,,,,https://www.aliexpress.com/item/4000010655936.html,,,,,,,,,,
fasteners.m3-washer,M3 Washer,Fasteners,ISO 7089 / DIN 125,all_live,,,,6,voron-2.4 voron-trident stealthburner voron-m4 voron-1.8 voron-2.2,voron-2.4 voron-trident stealthburner,2,Bolt Depot | McMaster-Carr,,M3 washer,Bolt depot only carries these in stainless. Try another source if you want black.,2,4,,,,1,,,,2,,,,,9,,11,Bolt Depot,McMaster-Carr (100 pack),,,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=4513,https://www.mcmaster.com/93475A210/,,,,,,,,,
fasteners.m3x12-fhcs,M3x12 FHCS,Fasteners,ISO 10642,all_live,,,,1,voron-switchwire,voron-switchwire,1,McMaster-Carr,,,,,,,9,,,,,,,,,,,,,,McMaster-Carr (25 pack),,,,,,,,,,,https://www.mcmaster.com/92125A132/,,,,,,,,,,
fasteners.m3x12-shcs,M3x12 SHCS,Fasteners,ISO 4762 / DIN 912,all_live,,,,10,voron-2.4 voron-trident voron-switchwire stealthburner afterburner voron-m4 mobius-3.1 jetpack voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire stealthburner,2,Bolt Depot | McMaster-Carr,,,,23,73,,12,,2,,,4,1,1,1,,,18,,42,Bolt Depot,McMaster-Carr (100 pack),,,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=13637,https://www.mcmaster.com/91290A117/,,,,,,,,,
fasteners.m3x16-shcs,M3x16 SHCS,Fasteners,ISO 4762 / DIN 912,all_live,,,,8,voron-2.4 voron-trident voron-switchwire stealthburner afterburner voron-m4 voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire stealthburner,2,Bolt Depot | McMaster-Carr,,,,20,27,,12,,2,,,4,2,,,,,15,,25,Bolt Depot,McMaster-Carr (100 pack),,,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=13638,https://www.mcmaster.com/91290A120/,,,,,,,,,
fasteners.m3x20-shcs,M3x20 SHCS,Fasteners,ISO 4762 / DIN 912,all_live,,,,9,voron-2.4 voron-trident voron-switchwire stealthburner afterburner mobius-3.1 jetpack voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire stealthburner,2,Bolt Depot | McMaster-Carr,,,,29,3,,3,,1,,,5,,1,5,,,7,,43,Bolt Depot,McMaster-Carr (100 pack),,,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=13639,https://www.mcmaster.com/91290A123/,,,,,,,,,
fasteners.m3x25-shcs,M3x25 SHCS,Fasteners,ISO 4762 / DIN 912,all_live,,,,4,voron-switchwire stealthburner jetpack voron-2.2,voron-switchwire stealthburner,2,Bolt Depot | McMaster-Carr,,,,,,,2,,6,,,,,,2,,,,,4,Bolt Depot,McMaster-Carr (100 pack),,,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=13640,https://www.mcmaster.com/91290A125/,,,,,,,,,
fasteners.m3x30-shcs,M3x30 SHCS,Fasteners,ISO 4762 / DIN 912,all_live,,,,10,voron-2.4 voron-trident voron-switchwire stealthburner afterburner voron-m4 mobius-3.1 jetpack voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire stealthburner,2,Bolt Depot | McMaster-Carr,,,,32,13,,28,,1,,,9,4,5,1,,,19,,8,Bolt Depot,McMaster-Carr (10 pack),,,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=13641,https://www.mcmaster.com/91290A171/,,,,,,,,,
fasteners.m3x40-shcs,M3x40 SHCS,Fasteners,ISO 4762 / DIN 912,all_live,,,,6,voron-2.4 voron-trident voron-switchwire afterburner voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire,2,Bolt Depot | McMaster-Carr,,,Bolt depot only carries these in stainless. Try another source if you want black.,28,9,,7,,,,,2,,,,,,5,,28,Bolt Depot,McMaster-Carr (25 pack),,,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=6387,https://www.mcmaster.com/91290A136/,,,,,,,,,
fasteners.m3x6-bhcs,M3x6 BHCS,Fasteners,ISO 7380-1,all_live,,,,12,voron-2.4 voron-trident voron-0.2 voron-switchwire stealthburner afterburner voron-m4 mobius-3.1 voron-0 voron-0.1 voron-1.8 voron-2.2,voron-2.4 voron-trident voron-0.2 voron-switchwire stealthburner,4,Bolt Depot | McMaster-Carr | AliExpress,,,,12,59,40,6,,1,,,1,5,5,,50,40,17,,12,Bolt Depot,Bolt Depot,McMaster-Carr (100 pack),Aliexpress,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=13334,https://www.boltdepot.com/Metric_socket_button_head_Class_12.9_alloy_steel_black_oxide_finish_3mm_x_0.5mm.aspx,https://www.mcmaster.com/91239A111/,https://s.click.aliexpress.com/e/_d7V4XEq,,,,,,,
fasteners.m3x6-fhcs,M3x6 FHCS,Fasteners,ISO 10642 / DIN 7991,all_live,,,,4,voron-2.4 voron-trident voron-switchwire stealthburner,voron-2.4 voron-trident voron-switchwire stealthburner,2,Bolt Depot | McMaster-Carr,,,,10,17,,16,,3,,,,,,,,,,,,Bolt Depot,McMaster-Carr (100 pack),,,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=13249,https://www.mcmaster.com/91294A126/,,,,,,,,,
fasteners.m3x6-shcs,M3x6 SHCS,Fasteners,,all_live,,,,1,mobius-3.1,,2,Bolt Depot | McMaster-Carr,,,,,,,,,,,,,,2,,,,,,,Bolt Depot,McMaster-Carr (100 pack),,,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=13634,https://www.mcmaster.com/91290A111/,,,,,,,,,
fasteners.m3x8-shcs,M3x8 SHCS,Fasteners,ISO 4762 / DIN 912,all_live,,,,9,voron-2.4 voron-trident voron-switchwire stealthburner afterburner mobius-3.1 jetpack voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire stealthburner,3,Bolt Depot | McMaster-Carr,,,,201-217,140@plus 12 per size up,,66,,2,,,9,,2,2,,,121,,150,Bolt Depot,Bolt Depot,McMaster-Carr (100 pack),,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=13635,https://www.boltdepot.com/Product-Details.aspx?product=13633,https://www.mcmaster.com/91290A113/,,,,,,,,
fasteners.m4-knurled-nut,M4 knurled nut,Fasteners,DIN 466-B,no_links,,,,1,voron-2.4,voron-2.4,0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasteners.m4-thumb-nuts,M4 Thumb Nuts,Fasteners,,all_live,,,,1,voron-trident,voron-trident,2,AliExpress | Amazon,,,,,3,,,,,,,,,,,,,,,,Aliexpress,Amazon,,,,,,,,,,https://www.aliexpress.com/item/4000010655936.html,https://www.amazon.com/dp/B01IVU642I,,,,,,,,,
fasteners.m4x6-bhcs,M4x6 BHCS,Fasteners,ISO 7380-1,all_live,,,,4,voron-2.4 voron-trident voron-1.8 voron-2.2,voron-2.4 voron-trident,2,Bolt Depot | McMaster-Carr,,,,7,7,,,,,,,,,,,,,5,,3,Bolt Depot,McMaster-Carr (100 pack),,,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=18944,https://www.mcmaster.com/91239A138/,,,,,,,,,
fasteners.m4x8-bhcs,M4x8 BHCS,Fasteners,ISO 7380-1,all_live,,,,1,voron-switchwire,voron-switchwire,1,McMaster-Carr,,,,,,,4,,,,,,,,,,,,,,McMaster-Carr (100 pack),,,,,,,,,,,https://www.mcmaster.com/91239A140/,,,,,,,,,,
fasteners.m5-1-0mm-thick-shim-washer,M5 1.0mm Thick Shim/Washer,Fasteners,DIN 988,all_live,,,,2,voron-trident voron-1.8,voron-trident,2,AliExpress | McMaster-Carr,,,,,24,,,,,,,,,,,,,20,,,Aliexpress,McMaster-Carr (50 pack),,,,,,,,,,https://www.aliexpress.com/item/32917948919.html,https://www.mcmaster.com/98055A099/,,,,,,,,,
fasteners.m5-heat-set-inserts-m5xd7xl6,M5 Heat Set Inserts (M5xD7xL6),Fasteners,,all_live,,,,1,voron-trident,voron-trident,1,cnckitchenus.store,,,,,15,,,,,,,,,,,,,,,,CNC Kitchen,,,,,,,,,,,https://cnckitchenus.store/products/heat-set-insert-m5-x-5-8-short-version-50-pieces,,,,,,,,,,
fasteners.m5-hexnut,M5 Hexnut,Fasteners,ISO 4033 / DIN 934,partial,,,,4,voron-2.4 voron-0 voron-1.8 voron-2.2,voron-2.4,2,Bolt Depot,,M5 Nut,,26,,,,,,,,,,,,2,,8,,2,Bolt Depot,Bolt Depot,,,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=4785,https://www.boltdepot.com/Metric_hex_nuts_Stainless_steel_18-8_(A-2).aspx,,,,,,,,,
fasteners.m5-locknut,M5 Locknut,Fasteners,ISO 10511 / DIN 985,all_live,,,,1,voron-2.2,,2,Bolt Depot | McMaster-Carr,,,,,,,,,,,,,,,,,,,,10,Bolt Depot,McMaster-Carr (100 pack),,,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=4803,https://www.mcmaster.com/90576A104/,,,,,,,,,
fasteners.m5-t-nut,M5 T-Nut,Fasteners,,all_live,,,,2,voron-trident voron-1.8,voron-trident,3,AliExpress | Misumi,,,,,69,,,,,,,,,,,,,75,,,ZFhong,Link CNC,Misumi,,,,,,,,,https://www.aliexpress.com/item/32805163712.html,https://www.aliexpress.com/item/32706208829.html,https://us.misumi-ec.com/vona2/detail/110302247910,,,,,,,,
fasteners.m5-t-nut-for-2020-extrusions,M5 T-nut (For 2020 extrusions),Fasteners,,all_live,,,,1,voron-switchwire,voron-switchwire,2,AliExpress,,,,,,,12,,,,,,,,,,,,,,ZFhong,Link CNC,,,,,,,,,,https://www.aliexpress.com/item/32805163712.html,https://www.aliexpress.com/item/32706208829.html,,,,,,,,,
fasteners.m5-t-nut-for-3030-extrusions,M5 T-nut (For 3030 extrusions),Fasteners,,no_links,,,,1,voron-switchwire,voron-switchwire,0,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasteners.m5-t-nut-hntaj5-5,M5 T-nut HNTAJ5-5,Fasteners,,all_live,,,,2,voron-2.4 voron-2.2,voron-2.4,3,Misumi | AliExpress,,,Misumi short t-nuts are not required anywhere in the V2.4 build. You can source the cheaper ball spring options if you choose.,61,,,,,,,,,,,,,,,,87,Misumi,ZFhong,Link CNC,,,,,,,,,https://us.misumi-ec.com/vona2/detail/110302247910,https://www.aliexpress.com/item/32805163712.html,https://www.aliexpress.com/item/32706208829.html,,,,,,,,
fasteners.m5x10-bhcs,M5x10 BHCS,Fasteners,ISO 7380-1,all_live,,,,5,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire,3,Bolt Depot | McMaster-Carr,,,,40,45,,50,,,,,,,,,,,69,,60,Bolt Depot,Bolt Depot,McMaster-Carr (100 pack),,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=15646,https://www.boltdepot.com/Product-Details.aspx?product=13343,https://www.mcmaster.com/91239A224/,,,,,,,,
fasteners.m5x16-bhcs,M5x16 BHCS,Fasteners,ISO 7380-1,all_live,,,,5,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire,3,Bolt Depot | McMaster-Carr,,,,31,58,,12,,,,,,,,,,,44,,40,Bolt Depot,Bolt Depot,McMaster-Carr (100 pack),,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=15648,https://www.boltdepot.com/Product-Details.aspx?product=13345,https://www.mcmaster.com/91239A232/,,,,,,,,
fasteners.m5x30-bhcs,M5x30 BHCS,Fasteners,ISO 7380-1,all_live,,,,5,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-2.2,voron-2.4 voron-trident voron-switchwire,3,Bolt Depot | McMaster-Carr,,,,22,4,,5,,,,,,,,,,,6,,10,Bolt Depot,Bolt Depot,McMaster-Carr (100 pack),,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=15651,https://www.boltdepot.com/Product-Details.aspx?product=13348,https://www.mcmaster.com/91239A236/,,,,,,,,
fasteners.m5x40-bhcs,M5x40 BHCS,Fasteners,ISO 7380-1,all_live,,,,1,voron-trident,voron-trident,2,Bolt Depot | McMaster-Carr,,,,,4,,,,,,,,,,,,,,,,Bolt Depot,McMaster-Carr (10 pack),,,,,,,,,,https://boltdepot.com/Product-Details?product=18955,https://www.mcmaster.com/91239A240/,,,,,,,,,
fasteners.m5x40-shcs,M5x40 SHCS,Fasteners,ISO 4762 / DIN 912,all_live,,,,4,voron-2.4 voron-switchwire voron-1.8 voron-2.2,voron-2.4 voron-switchwire,2,Bolt Depot | McMaster-Carr,,,,25,,,6,,,,,,,,,,,8,,12,Bolt Depot,McMaster-Carr (10 pack),,,,,,,,,,https://www.boltdepot.com/Product-Details.aspx?product=6527,https://www.mcmaster.com/91290A196/,,,,,,,,,
fasteners.m8x16-bhcs,M8x16 BHCS,Fasteners,ISO 7380,all_live,,,,1,voron-switchwire,voron-switchwire,1,McMaster-Carr,,,,,,,8,,,,,,,,,,,,,,McMaster-Carr (25 pack),,,,,,,,,,,https://www.mcmaster.com/91239A418/,,,,,,,,,,
filament.primary-color-black,Primary Color (Black),Filament,,partial,,,,8,voron-2.4 voron-trident voron-switchwire voron-m4 mobius-3.1 voron-1.8 voron-1.6.2 voron-2.2,voron-2.4 voron-trident voron-switchwire,1,Paramount 3D,,Primary Color,MakeShaper ABS / [Affiliate Link],2,2,,1,,,,,,1,1,,,,1,2,2,Paramount ABS,,,,,,,,,,,https://www.paramount-3d.com/product-page/absblack,,,,,,,,,,
filament.secondary-color-red,Secondary Color (Red),Filament,,partial,,,,8,voron-2.4 voron-trident voron-switchwire voron-m4 mobius-3.1 voron-1.8 voron-1.6.2 voron-2.2,voron-2.4 voron-trident voron-switchwire,2,Paramount 3D | Amazon,,Secondary Color,MakeShaper ABS / [Affiliate Link],1,1,,1,,,,,,1,1,,,,1,1,1,Paramount ABS,Hatchbox ABS,,,,,,,,,,https://www.paramount-3d.com/product-page/abs-pantone-enzo-red-485c-1-75mm-1kg-filament-trrl3020485c,https://www.amazon.com/dp/B00J0HB1YI,,,,,,,,,
frame.hfsb5-2020-150-tpw,HFSB5-2020-150-TPW,Frame,,all_live,,HFSB5-2020-150,TPW,1,voron-1.8,,1,Misumi,,,Front/Back Extrusions for Bed Frame with tapped ends (-TPW). Can tap DIY for cost savings,,,,,,,,,,,,,,,2@250x250x230,,,Misumi,,,,,,,,,,,https://us.misumi-ec.com/vona2/detail/110302683830?HissuCode=HFSB5-2020-150-TPW&KWSearch=HFSB5-2020-150-TPW&PNSearch=HFSB5-2020-150-TPW&searchFlow=results2type,,,,,,,,,,
frame.hfsb5-2020-200-tpw,HFSB5-2020-200-TPW,Frame,,no_links,,HFSB5-2020-200,TPW,1,voron-1.8,,0,,,,,,,,,,,,,,,,,,,2@300x300x230,,,,,,,,,,,,,,,,,,,,,,,,
frame.hfsb5-2020-230,HFSB5-2020-230,Frame,,all_live,,HFSB5-2020-230,,1,voron-1.8,,1,Misumi,,,Rear Electronics Enclosure Vertical Extrusions: Z Spec Dimension,,,,,,,,,,,,,,,2@250x250x230; 2@300x300x230,,,Misumi,,,,,,,,,,,https://us.misumi-ec.com/vona2/detail/110302683830?HissuCode=HFSB5-2020-250&Keyword=HFSB5-2020-250&PNSearch=HFSB5-2020-250&searchFlow=suggest2products,,,,,,,,,,
frame.hfsb5-2020-232-ltp,HFSB5-2020-232-LTP,Frame,G,all_live,,HFSB5-2020-232,LTP,1,voron-trident,voron-trident,1,Misumi,,,Rear bed extrusion,,1@250x250x250,,,,,,,,,,,,,,,,Misumi,,,,,,,,,,,https://us.misumi-ec.com/vona2/detail/110302683830?HissuCode=HFSB5-2020-232-LTP&KWSearch=HFSB5-2020-232-LTP&PNSearch=HFSB5-2020-232-LTP&searchFlow=results2type,,,,,,,,,,
frame.hfsb5-2020-240,HFSB5-2020-240,Frame,D,all_live,,HFSB5-2020-240,,2,voron-trident voron-1.8,voron-trident,1,Misumi,,,Rear Cross Bar for Gantry: X Spec Dimension - 10mm,,1@250x250x250,,,,,,,,,,,,,1@250x250x230,,,Misumi,,,,,,,,,,,https://us.misumi-ec.com/vona2/detail/110302683830?HissuCode=HFSB5-2020-240&Keyword=HFSB5-2020-240&PNSearch=HFSB5-2020-240&searchFlow=suggest2products,,,,,,,,,,
frame.hfsb5-2020-282-ltp,HFSB5-2020-282-LTP,Frame,G,all_live,,HFSB5-2020-282,LTP,1,voron-trident,voron-trident,1,Misumi,,,,,1@300x300x250,,,,,,,,,,,,,,,,Misumi,,,,,,,,,,,https://us.misumi-ec.com/vona2/detail/110302683830?HissuCode=HFSB5-2020-282-LTP&KWSearch=HFSB5-2020-282-LTP&PNSearch=HFSB5-2020-282-LTP&searchFlow=results2type,,,,,,,,,,
